County,State,Num_Fam_Below_1.00x_FPL,Num_Fam_Below_1.50x_FPL,Num_Fam_Below_2.00x_FPL
BARTHOLOMEW,IN,1917,3079,4783
BENTON,IN,222,465,697
BLACKFORD,IN,311,636,1071
BOONE,IN,589,1317,2347
BROWN,IN,230,580,939
CARROLL,IN,397,781,1306
CASS,IN,990,1857,2748
CLARK,IN,1969,4284,6382
CLAY,IN,835,1402,2029
CLINTON,IN,571,1206,2097
CRAWFORD,IN,315,644,861
DAVIESS,IN,706,1449,2431
DE KALB,IN,886,1576,2756
DEARBORN,IN,828,1659,2458
DECATUR,IN,688,1098,1715
DELAWARE,IN,3547,6037,8618
DUBOIS,IN,1039,1427,2157
ELKHART,IN,5212,9331,14299
FAYETTE,IN,983,1525,2171
FLOYD,IN,1523,2554,3748
FOUNTAIN,IN,400,771,1327
FRANKLIN,IN,427,1162,1679
FULTON,IN,524,796,1260
GIBSON,IN,608,1325,2159
GRANT,IN,2589,4130,5911
GREENE,IN,898,1601,2384
HAMILTON,IN,2902,5525,9469
HANCOCK,IN,1064,1998,3018
HARRISON,IN,737,1420,2208
HENDRICKS,IN,1591,2948,5074
HENRY,IN,1445,2559,3621
HOWARD,IN,2963,4322,6102
HUNTINGTON,IN,687,1561,2354
JACKSON,IN,1463,2395,3434
JASPER,IN,596,1135,1942
JAY,IN,582,1080,1574
JEFFERSON,IN,913,1526,2457
JENNINGS,IN,786,1350,1938
JOHNSON,IN,2436,4554,7147
KNOX,IN,1240,2129,2947
KOSCIUSKO,IN,1566,2887,4984
LA PORTE,IN,3427,5645,7648
LAGRANGE,IN,481,1276,2395
LAKE,IN,15834,24794,34282
LAWRENCE,IN,1313,2425,3716
MADISON,IN,4503,7702,10585
MARION,IN,28908,48781,68565
MARSHALL,IN,911,2081,3238
MARTIN,IN,245,475,628
MIAMI,IN,1005,2005,3009
MONROE,IN,3411,5250,7591
MONTGOMERY,IN,619,1380,2480
MORGAN,IN,1483,2453,3892
NEWTON,IN,337,699,1135
NOBLE,IN,690,1800,3154
OHIO,IN,71,118,207
ORANGE,IN,715,1167,1771
OWEN,IN,576,1099,1662
PARKE,IN,427,818,1289
PERRY,IN,633,993,1306
PIKE,IN,238,491,752
PORTER,IN,3525,5599,7937
POSEY,IN,512,829,1272
PULASKI,IN,303,569,994
PUTNAM,IN,779,1438,2308
RANDOLPH,IN,717,1263,1985
RIPLEY,IN,607,1127,1896
RUSH,IN,594,885,1324
SCOTT,IN,738,1397,1993
SHELBY,IN,853,1617,2506
SPENCER,IN,361,731,1133
ST. JOSEPH,IN,7297,12405,17675
STARKE,IN,516,1165,1886
STEUBEN,IN,666,1193,2203
SULLIVAN,IN,515,1118,1653
SWITZERLAND,IN,520,810,1015
TIPPECANOE,IN,3667,6309,9724
TIPTON,IN,259,544,876
UNION,IN,82,245,478
VANDERBURGH,IN,5533,9119,13053
VERMILLION,IN,478,680,1167
VIGO,IN,3240,5880,8225
WABASH,IN,809,1473,2349
WARREN,IN,176,291,493
WARRICK,IN,976,1806,2811
WASHINGTON,IN,855,1495,2381
WAYNE,IN,2122,3720,5485
WELLS,IN,450,942,1548
WHITE,IN,385,914,1463
WHITLEY,IN,658,1169,1806
ALLEN,KS,378,650,912
ANDERSON,KS,165,345,569
ATCHISON,KS,414,618,908
BARBER,KS,138,232,325
BARTON,KS,787,1415,1984
BOURBON,KS,433,992,1463
BROWN,KS,231,467,744
BUTLER,KS,1265,2302,3685
CHASE,KS,59,118,171
CHAUTAUQUA,KS,128,215,313
CHEROKEE,KS,605,1274,1912
CHEYENNE,KS,46,125,166
CLARK,KS,49,106,140
CLAY,KS,99,213,385
CLOUD,KS,165,491,792
COFFEY,KS,182,297,493
COMANCHE,KS,14,33,78
COWLEY,KS,966,1828,2754
CRAWFORD,KS,1212,2059,2911
DECATUR,KS,117,146,215
DICKINSON,KS,390,834,1377
DONIPHAN,KS,234,363,500
DOUGLAS,KS,1918,3326,4687
EDWARDS,KS,47,129,199
ELK,KS,74,138,250
ELLIS,KS,561,982,1331
ELLSWORTH,KS,118,219,366
FINNEY,KS,1022,2106,3063
FORD,KS,891,1897,2947
FRANKLIN,KS,376,806,1615
GEARY,KS,993,2091,2984
GOVE,KS,89,138,227
GRAHAM,KS,45,121,204
GRANT,KS,45,260,506
GRAY,KS,68,153,282
GREELEY,KS,20,50,77
GREENWOOD,KS,150,335,592
HAMILTON,KS,34,101,182
HARPER,KS,135,242,428
HARVEY,KS,708,1175,1804
HASKELL,KS,108,223,319
HODGEMAN,KS,36,53,117
JACKSON,KS,241,426,733
JEFFERSON,KS,289,548,1012
JEWELL,KS,92,199,263
JOHNSON,KS,5875,11100,18461
KEARNY,KS,130,217,271
KINGMAN,KS,133,243,407
KIOWA,KS,23,77,137
LABETTE,KS,746,1154,1651
LANE,KS,26,69,100
LEAVENWORTH,KS,1186,2119,3447
LINCOLN,KS,54,95,169
LINN,KS,364,655,956
LOGAN,KS,38,99,179
LYON,KS,704,1547,2470
MARION,KS,173,375,776
MARSHALL,KS,156,422,689
MCPHERSON,KS,506,1090,1643
MEADE,KS,114,198,265
MIAMI,KS,474,847,1382
MITCHELL,KS,123,250,413
MONTGOMERY,KS,1155,2054,2979
MORRIS,KS,83,199,347
MORTON,KS,42,100,193
NEMAHA,KS,197,350,558
NEOSHO,KS,559,945,1313
NESS,KS,50,154,222
NORTON,KS,89,140,360
OSAGE,KS,339,645,920
OSBORNE,KS,83,138,204
OTTAWA,KS,111,239,398
PAWNEE,KS,54,232,411
PHILLIPS,KS,99,250,367
POTTAWATOMIE,KS,562,954,1284
PRATT,KS,146,316,570
RAWLINS,KS,45,104,166
RENO,KS,1318,2648,4175
REPUBLIC,KS,78,153,248
RICE,KS,316,477,719
RILEY,KS,1021,2225,3561
ROOKS,KS,65,189,306
RUSH,KS,34,109,176
RUSSELL,KS,49,177,385
SALINE,KS,1107,2074,3420
SCOTT,KS,10,125,218
SEDGWICK,KS,12440,21849,32569
SEWARD,KS,754,1491,2140
SHAWNEE,KS,3674,6700,10457
SHERIDAN,KS,13,115,178
SHERMAN,KS,264,334,457
SMITH,KS,79,183,307
STAFFORD,KS,116,236,321
STANTON,KS,47,59,122
STEVENS,KS,238,309,416
SUMNER,KS,612,991,1418
THOMAS,KS,153,374,580
TREGO,KS,76,131,184
WABAUNSEE,KS,68,160,358
WALLACE,KS,28,45,82
WASHINGTON,KS,115,217,349
WICHITA,KS,19,97,179
WILSON,KS,227,500,774
WOODSON,KS,112,210,305
WYANDOTTE,KS,6164,10719,15135
ADAIR,KY,756,1360,2020
ALLEN,KY,851,1504,2073
ANDERSON,KY,658,1077,1728
BALLARD,KY,259,430,603
BARREN,KY,1869,3195,4437
BATH,KY,496,884,1231
BELL,KY,2269,3281,4152
BOONE,KY,1802,3557,5783
BOURBON,KY,635,1088,1560
BOYD,KY,1878,2869,3982
BOYLE,KY,698,1663,2428
BRACKEN,KY,313,470,683
BREATHITT,KY,1079,1591,2089
BRECKINRIDGE,KY,728,1185,1783
BULLITT,KY,1697,2979,4478
BUTLER,KY,551,977,1345
CALDWELL,KY,415,736,1096
CALLOWAY,KY,1177,1912,2687
CAMPBELL,KY,2128,3365,5097
CARLISLE,KY,208,396,494
CARROLL,KY,630,824,1007
CARTER,KY,1446,2254,3101
CASEY,KY,865,1471,1917
CHRISTIAN,KY,2722,5199,7316
CLARK,KY,1113,1934,2780
CLAY,KY,1828,2524,3225
CLINTON,KY,414,956,1218
CRITTENDEN,KY,250,551,792
CUMBERLAND,KY,321,533,749
DAVIESS,KY,3205,5556,7778
EDMONSON,KY,356,883,1271
ELLIOTT,KY,492,770,971
ESTILL,KY,1111,1387,1768
FAYETTE,KY,8791,13875,19133
FLEMING,KY,585,1093,1593
FLOYD,KY,2655,3875,4956
FRANKLIN,KY,1117,1860,2683
FULTON,KY,394,573,675
GALLATIN,KY,245,475,735
GARRARD,KY,661,992,1431
GRANT,KY,931,1515,2313
GRAVES,KY,1245,2305,2909
GRAYSON,KY,1285,2044,2867
GREEN,KY,386,792,1169
GREENUP,KY,1191,2125,2947
HANCOCK,KY,227,464,650
HARDIN,KY,2954,5198,7652
HARLAN,KY,2474,3597,4367
HARRISON,KY,548,915,1318
HART,KY,763,1352,2036
HENDERSON,KY,1551,2441,3604
HENRY,KY,618,977,1339
HICKMAN,KY,99,256,361
HOPKINS,KY,1693,2781,4148
JACKSON,KY,1006,1423,1878
JEFFERSON,KY,19389,32467,46745
JESSAMINE,KY,1954,2840,3819
JOHNSON,KY,1042,1669,2298
KENTON,KY,3880,6402,9186
KNOTT,KY,1199,1849,2342
KNOX,KY,2208,3367,4211
LARUE,KY,406,936,1400
LAUREL,KY,2971,4683,6581
LAWRENCE,KY,889,1362,1917
LEE,KY,429,666,775
LESLIE,KY,765,1024,1296
LETCHER,KY,1863,2606,3458
LEWIS,KY,815,1329,1632
LINCOLN,KY,1243,1967,2676
LIVINGSTON,KY,263,550,815
LOGAN,KY,817,1600,2258
LYON,KY,182,288,465
MADISON,KY,2749,4259,5936
MAGOFFIN,KY,829,1286,1814
MARION,KY,666,1131,1586
MARSHALL,KY,760,1605,2390
MARTIN,KY,698,1021,1516
MASON,KY,534,1028,1507
MCCRACKEN,KY,1994,3357,4560
MCCREARY,KY,1287,2017,2786
MCLEAN,KY,336,577,744
MEADE,KY,754,1302,2016
MENIFEE,KY,310,467,661
MERCER,KY,615,1078,1641
METCALFE,KY,518,902,1304
MONROE,KY,475,684,1130
MONTGOMERY,KY,1289,2208,2955
MORGAN,KY,747,1366,1645
MUHLENBERG,KY,1063,1874,2627
NELSON,KY,980,1786,2892
NICHOLAS,KY,318,532,763
OHIO,KY,985,1501,2388
OLDHAM,KY,715,1087,1889
OWEN,KY,317,635,1087
OWSLEY,KY,348,443,587
PENDLETON,KY,474,719,1023
PERRY,KY,1759,2731,3650
PIKE,KY,3853,5887,7628
POWELL,KY,556,985,1401
PULASKI,KY,3058,4799,6322
ROBERTSON,KY,109,134,188
ROCKCASTLE,KY,872,1416,1859
ROWAN,KY,1003,1761,2115
RUSSELL,KY,878,1253,1907
SCOTT,KY,1361,2261,3003
SHELBY,KY,957,1891,3066
SIMPSON,KY,599,889,1449
SPENCER,KY,360,614,892
TAYLOR,KY,1185,1898,2514
TODD,KY,526,804,1398
TRIGG,KY,339,665,1074
TRIMBLE,KY,375,583,800
UNION,KY,349,725,1136
WARREN,KY,3720,6292,8690
WASHINGTON,KY,407,638,873
WAYNE,KY,942,1542,2201
WEBSTER,KY,543,909,1221
WHITLEY,KY,1891,2742,4047
WOLFE,KY,532,849,963
WOODFORD,KY,742,1041,1402
ACADIA,LA,2964,4520,6075
ALLEN,LA,819,1377,1973
ASCENSION,LA,2848,4415,6217
ASSUMPTION,LA,875,1531,2059
AVOYELLES,LA,1834,3040,4228
BEAUREGARD,LA,1122,1892,2600
BIENVILLE,LA,889,1424,1763
BOSSIER,LA,4198,6970,9685
CADDO,LA,10553,16938,22240
CALCASIEU,LA,6579,11217,16090
CALDWELL,LA,428,793,961
CAMERON,LA,214,520,649
CATAHOULA,LA,452,688,862
CLAIBORNE,LA,1006,1524,1880
CONCORDIA,LA,1064,1859,2168
DE SOTO,LA,1425,1986,2460
EAST BATON ROUGE,LA,12088,19738,27655
EAST CARROLL,LA,498,642,784
EAST FELICIANA,LA,787,1249,1735
EVANGELINE,LA,1620,2801,3692
FRANKLIN,LA,1162,1649,2330
GRANT,LA,650,1107,1577
IBERIA,LA,3175,4888,6522
IBERVILLE,LA,1021,1845,2668
JACKSON,LA,811,1216,1591
JEFFERSON DAVIS,LA,1351,2230,3087
JEFFERSON,LA,12820,22107,30873
LAFAYETTE,LA,6447,11509,16270
LAFOURCHE,LA,2996,4994,7462
LASALLE,LA,749,1019,1497
LINCOLN,LA,1902,3171,3843
LIVINGSTON,LA,3367,6244,9163
MADISON,LA,774,1105,1370
MOREHOUSE,LA,1478,2128,2630
NATCHITOCHES,LA,1477,2418,3280
ORLEANS,LA,13048,20646,27184
OUACHITA,LA,6908,10611,13735
PLAQUEMINES,LA,1158,1516,2062
POINTE COUPEE,LA,638,1026,1709
RAPIDES,LA,5015,8585,11236
RED RIVER,LA,420,637,885
RICHLAND,LA,1202,1785,2263
SABINE,LA,824,1407,2115
ST. BERNARD,LA,1801,3059,4130
ST. CHARLES,LA,1244,1929,2946
ST. HELENA,LA,423,831,1110
ST. JAMES,LA,654,1204,1786
ST. JOHN THE BAPTIST,LA,1881,2572,3701
ST. LANDRY,LA,4851,6926,8974
ST. MARTIN,LA,2011,3433,4943
ST. MARY,LA,1655,3167,4500
ST. TAMMANY,LA,5397,9327,14008
TANGIPAHOA,LA,5325,8404,11440
TENSAS,LA,292,512,590
TERREBONNE,LA,4451,6770,9263
UNION,LA,647,1084,1466
VERMILION,LA,1684,2995,4401
VERNON,LA,1698,3130,4581
WASHINGTON,LA,2271,3754,4897
WEBSTER,LA,2055,3871,5231
WEST BATON ROUGE,LA,854,1328,1981
WEST CARROLL,LA,447,937,1168
WEST FELICIANA,LA,314,407,612
WINN,LA,680,1141,1416
BARNSTABLE,MA,2560,5226,8382
BERKSHIRE,MA,2558,4371,6565
BRISTOL,MA,12420,20976,30405
DUKES,MA,102,203,669
ESSEX,MA,15730,26413,37678
FRANKLIN,MA,1052,2132,3403
HAMPDEN,MA,15450,25127,33792
HAMPSHIRE,MA,2106,3494,5260
MIDDLESEX,MA,20030,33515,49343
NANTUCKET,MA,85,147,173
NORFOLK,MA,7346,12181,18386
PLYMOUTH,MA,7199,12256,18506
SUFFOLK,MA,22319,35251,47135
WORCESTER,MA,14142,23478,35577
ALLEGANY,MD,1828,3361,4827
ANNE ARUNDEL,MD,5734,10472,16160
BALTIMORE,MD,12259,21942,34411
BALTIMORE CITY,MD,20231,31653,43380
CALVERT,MD,726,1491,2226
CAROLINE,MD,910,1795,2492
CARROLL,MD,1515,2703,4310
CECIL,MD,1698,3264,4922
CHARLES,MD,1932,3733,5844
DORCHESTER,MD,1044,1704,2403
FREDERICK,MD,2862,5447,8119
GARRETT,MD,509,1354,2288
HARFORD,MD,3567,6038,9263
HOWARD,MD,3276,5521,7783
KENT,MD,372,649,1021
MONTGOMERY,MD,12019,23187,35442
PRINCE GEORGE'S,MD,12556,23698,37354
QUEEN ANNE'S,MD,409,800,1376
SOMERSET,MD,878,1506,2138
ST. MARY'S,MD,1704,2757,4196
TALBOT,MD,745,1471,1909
WASHINGTON,MD,3562,5913,8913
WICOMICO,MD,2285,4269,6473
WORCESTER,MD,874,1620,2468
ANDROSCOGGIN,ME,2434,4583,6895
AROOSTOOK,ME,2174,4217,6225
CUMBERLAND,ME,4097,7022,10897
FRANKLIN,ME,590,1255,2019
HANCOCK,ME,1115,1905,3443
KENNEBEC,ME,2734,5447,7874
KNOX,ME,849,1396,2312
LINCOLN,ME,758,1497,2176
OXFORD,ME,1472,2711,4097
PENOBSCOT,ME,3692,6259,9630
PISCATAQUIS,ME,535,905,1485
SAGADAHOC,ME,702,1274,2028
SOMERSET,ME,1739,3057,4562
WALDO,ME,935,1779,2854
WASHINGTON,ME,1105,1944,2894
YORK,ME,2710,5323,9215
ALCONA,MI,346,604,970
ALGER,MI,165,323,531
ALLEGAN,MI,2415,4454,7041
ALPENA,MI,790,1499,2345
ANTRIM,MI,583,1093,1777
ARENAC,MI,535,973,1394
BARAGA,MI,217,406,641
BARRY,MI,927,2036,3509
BAY,MI,3332,5191,7396
BENZIE,MI,203,533,892
BERRIEN,MI,5101,8759,12215
BRANCH,MI,1116,2131,3313
CALHOUN,MI,4371,7258,10470
CASS,MI,1317,2172,3531
CHARLEVOIX,MI,561,1080,1555
CHEBOYGAN,MI,775,1453,2140
CHIPPEWA,MI,1138,1876,2727
CLARE,MI,1356,2242,3312
CLINTON,MI,1042,1955,3198
CRAWFORD,MI,432,744,1144
DELTA,MI,901,1948,2754
DICKINSON,MI,572,1095,1756
EATON,MI,2062,3515,5640
EMMET,MI,588,1410,2165
GENESEE,MI,16240,25362,34451
GLADWIN,MI,916,1614,2322
GOGEBIC,MI,449,763,1114
GRAND TRAVERSE,MI,1568,2899,4964
GRATIOT,MI,1375,2236,3210
HILLSDALE,MI,1338,2403,3571
HOUGHTON,MI,668,1377,2158
HURON,MI,786,1476,2327
INGHAM,MI,7192,11569,16611
IONIA,MI,1500,2640,4155
IOSCO,MI,794,1450,2267
IRON,MI,219,527,804
ISABELLA,MI,1649,2765,4020
JACKSON,MI,4136,7433,11058
KALAMAZOO,MI,5766,9489,13895
KALKASKA,MI,638,1039,1630
KENT,MI,13045,24202,36907
KEWEENAW,MI,65,117,184
LAKE,MI,385,723,960
LAPEER,MI,1723,3468,5216
LEELANAU,MI,162,481,976
LENAWEE,MI,2111,3905,5941
LIVINGSTON,MI,1927,3504,6119
LUCE,MI,143,244,441
MACKINAC,MI,364,641,913
MACOMB,MI,19496,34842,50715
MANISTEE,MI,471,860,1539
MARQUETTE,MI,1367,2395,3434
MASON,MI,861,1441,2061
MECOSTA,MI,1247,1944,2909
MENOMINEE,MI,570,1005,1662
MIDLAND,MI,1684,3297,4822
MISSAUKEE,MI,467,879,1374
MONROE,MI,2951,5372,8453
MONTCALM,MI,1994,3393,5143
MONTMORENCY,MI,301,526,887
MUSKEGON,MI,5531,9431,13842
NEWAYGO,MI,1717,2897,4186
OAKLAND,MI,18665,32134,48510
OCEANA,MI,824,1664,2578
OGEMAW,MI,780,1515,2189
ONTONAGON,MI,172,322,496
OSCEOLA,MI,858,1457,2099
OSCODA,MI,288,474,748
OTSEGO,MI,649,1267,1891
OTTAWA,MI,3452,7037,12000
PRESQUE ISLE,MI,374,600,947
ROSCOMMON,MI,890,1399,2251
SAGINAW,MI,6288,10355,14734
SANILAC,MI,1232,2338,3649
SCHOOLCRAFT,MI,281,407,639
SHIAWASSEE,MI,1643,3003,4481
ST. CLAIR,MI,4103,6774,9837
ST. JOSEPH,MI,1824,3141,4785
TUSCOLA,MI,1534,2842,4431
VAN BUREN,MI,2061,3982,5542
WASHTENAW,MI,5311,8876,12845
WAYNE,MI,73960,112239,148462
WEXFORD,MI,1012,1981,2836
AITKIN,MN,432,891,1413
ANOKA,MN,3819,7748,12658
BECKER,MN,753,1302,2004
BELTRAMI,MN,1431,2410,3315
BENTON,MN,809,1514,2435
BIG STONE,MN,106,186,282
BLUE EARTH,MN,1192,2190,3337
BROWN,MN,390,750,1343
CARLTON,MN,557,1161,1831
CARVER,MN,561,1132,1961
CASS,MN,885,1629,2385
CHIPPEWA,MN,252,536,775
CHISAGO,MN,422,1035,1615
CLAY,MN,880,1592,2399
CLEARWATER,MN,275,472,722
COOK,MN,163,268,423
COTTONWOOD,MN,291,535,829
CROW WING,MN,1232,2563,3811
DAKOTA,MN,4747,8951,14263
DODGE,MN,212,507,940
DOUGLAS,MN,497,1133,1885
FARIBAULT,MN,318,545,849
FILLMORE,MN,368,642,1093
FREEBORN,MN,745,1400,2117
GOODHUE,MN,799,1349,2066
GRANT,MN,119,257,447
HENNEPIN,MN,18669,32726,47156
HOUSTON,MN,282,563,802
HUBBARD,MN,417,849,1381
ISANTI,MN,473,971,1623
ITASCA,MN,1133,1965,3152
JACKSON,MN,132,370,603
KANABEC,MN,324,687,1042
KANDIYOHI,MN,846,1920,2779
KITTSON,MN,62,151,258
KOOCHICHING,MN,342,577,825
LAC QUI PARLE,MN,123,260,473
LAKE,MN,155,320,612
LAKE OF THE WOODS,MN,68,141,209
LE SUEUR,MN,455,800,1367
LINCOLN,MN,104,212,333
LYON,MN,650,1052,1549
MAHNOMEN,MN,173,339,457
MARSHALL,MN,132,275,484
MARTIN,MN,471,667,1112
MCLEOD,MN,472,1213,1956
MEEKER,MN,227,670,1086
MILLE LACS,MN,631,1154,1879
MORRISON,MN,664,1298,2148
MOWER,MN,730,1637,2383
MURRAY,MN,104,250,415
NICOLLET,MN,424,819,1377
NOBLES,MN,535,971,1559
NORMAN,MN,110,212,406
OLMSTED,MN,2303,4089,5956
OTTER TAIL,MN,956,1861,3428
PENNINGTON,MN,239,468,735
PINE,MN,538,1106,1810
PIPESTONE,MN,197,376,641
POLK,MN,531,1026,1490
POPE,MN,134,308,532
RAMSEY,MN,12413,21005,29109
RED LAKE,MN,62,136,217
REDWOOD,MN,321,564,1048
RENVILLE,MN,244,445,786
RICE,MN,1012,2019,2981
ROCK,MN,169,313,544
ROSEAU,MN,285,498,843
SCOTT,MN,1577,2627,4236
SHERBURNE,MN,1113,2101,3150
SIBLEY,MN,177,419,791
ST. LOUIS,MN,3987,6851,10199
STEARNS,MN,2686,5072,7740
STEELE,MN,635,1198,1794
STEVENS,MN,117,242,390
SWIFT,MN,256,487,662
TODD,MN,553,1032,1691
TRAVERSE,MN,112,159,249
WABASHA,MN,228,540,890
WADENA,MN,380,680,1120
WASECA,MN,354,708,1109
WASHINGTON,MN,2215,4299,6962
WATONWAN,MN,257,449,696
WILKIN,MN,116,223,371
WINONA,MN,701,1291,1934
WRIGHT,MN,1019,2598,4191
YELLOW MEDICINE,MN,289,428,657
ADAIR,MO,563,887,1388
ANDREW,MO,289,734,1151
ATCHISON,MO,92,199,372
AUDRAIN,MO,636,1221,1917
BARRY,MO,1368,2265,3491
BARTON,MO,519,797,1138
BATES,MO,392,891,1442
BENTON,MO,615,1057,1707
BOLLINGER,MO,406,767,1153
BOONE,MO,3693,6096,8963
BUCHANAN,MO,2561,4138,5920
BUTLER,MO,1788,3146,4164
CALDWELL,MO,230,543,707
CALLAWAY,MO,1042,1653,2472
CAMDEN,MO,1327,2044,2798
CAPE GIRARDEAU,MO,1671,2879,4417
CARROLL,MO,272,564,819
CARTER,MO,194,345,522
CASS,MO,2046,3419,5492
CEDAR,MO,473,965,1542
CHARITON,MO,142,331,509
CHRISTIAN,MO,1558,3525,5530
CLARK,MO,164,339,549
CLAY,MO,3240,6506,10363
CLINTON,MO,545,990,1322
COLE,MO,1521,2768,4036
COOPER,MO,302,691,1129
CRAWFORD,MO,906,1742,2355
DADE,MO,310,551,853
DALLAS,MO,600,1183,1873
DAVIESS,MO,169,361,562
DEKALB,MO,255,468,698
DENT,MO,585,1008,1389
DOUGLAS,MO,556,1216,1835
DUNKLIN,MO,1614,2656,3450
FRANKLIN,MO,2285,4129,6588
GASCONADE,MO,276,546,922
GENTRY,MO,210,346,593
GREENE,MO,8008,14112,21287
GRUNDY,MO,280,454,715
HARRISON,MO,346,582,835
HENRY,MO,831,1281,1759
HICKORY,MO,320,614,902
HOLT,MO,108,221,368
HOWARD,MO,230,506,719
HOWELL,MO,1740,3196,4495
IRON,MO,462,707,1184
JACKSON,MO,18147,30691,44258
JASPER,MO,3781,6456,9586
JEFFERSON,MO,4726,8319,12755
JOHNSON,MO,998,1928,3352
KNOX,MO,130,195,330
LACLEDE,MO,1186,2497,3536
LAFAYETTE,MO,798,1519,2409
LAWRENCE,MO,1304,2509,3808
LEWIS,MO,212,410,636
LINCOLN,MO,1344,2497,3819
LINN,MO,396,651,1082
LIVINGSTON,MO,476,776,1099
MACON,MO,403,812,1341
MADISON,MO,372,747,1193
